1: (('white', 'dis_0'), 'forward', ('white', 'dis_0'), -1.0, False)
2507: (('red', 'dis_1'), 'left', ('red', 'dis_1'), -2.0, False)
2508: (('red', 'dis_1'), 'left', ('red', 'dis_2'), -3.0, False)
2509: (('red', 'dis_1'), 'left', ('red', 'dis_3'), -4.0, False)
2510: (('red', 'dis_1'), 'left', ('red', 'dis_4'), 95.0, True)
2511: (('red', 'dis_1'), 'left', ('black', 'dis_0'), 49.0, False)
2512: (('red', 'dis_1'), 'left', ('black', 'dis_1'), 48.0, False)
2513: (('red', 'dis_1'), 'left', ('black', 'dis_2'), 47.0, False)
2514: (('red', 'dis_1'), 'left', ('black', 'dis_3'), 46.0, False)
2515: (('red', 'dis_1'), 'left', ('black', 'dis_4'), 45.0, False)
2516: (('red', 'dis_1'), 'left', ('brown', 'dis_0'), 99.0, False)
2517: (('red', 'dis_1'), 'left', ('brown', 'dis_1'), 98.0, False)
2518: (('red', 'dis_1'), 'left', ('brown', 'dis_2'), 97.0, False)
2519: (('red', 'dis_1'), 'left', ('brown', 'dis_3'), 96.0, False)
2520: (('red', 'dis_1'), 'left', ('brown', 'dis_4'), 95.0, False)
2521: (('red', 'dis_1'), 'stop', ('white', 'dis_0'), -11.0, False)
2522: (('red', 'dis_1'), 'stop', ('white', 'dis_1'), -12.0, False)
2523: (('red', 'dis_1'), 'stop', ('white', 'dis_2'), -13.0, False)
2524: (('red', 'dis_1'), 'stop', ('white', 'dis_3'), -14.0, False)
2525: (('red', 'dis_1'), 'stop', ('white', 'dis_4'), -15.0, False)
2526: (('red', 'dis_1'), 'stop', ('yellow', 'dis_0'), -21.0, False)
2527: (('red', 'dis_1'), 'stop', ('yellow', 'dis_1'), -22.0, False)
2528: (('red', 'dis_1'), 'stop', ('yellow', 'dis_2'), -23.0, False)
2529: (('red', 'dis_1'), 'stop', ('yellow', 'dis_3'), -24.0, False)
2530: (('red', 'dis_1'), 'stop', ('yellow', 'dis_4'), -25.0, False)
2531: (('red', 'dis_1'), 'stop', ('blue', 'dis_0'), -31.0, False)
2532: (('red', 'dis_1'), 'stop', ('blue', 'dis_1'), -32.0, False)
2533: (('red', 'dis_1'), 'stop', ('blue', 'dis_2'), -33.0, False)
2534: (('red', 'dis_1'), 'stop', ('blue', 'dis_3'), -34.0, False)
2535: (('red', 'dis_1'), 'stop', ('blue', 'dis_4'), -35.0, False)
2536: (('red', 'dis_1'), 'stop', ('red', 'dis_0'), -1.0, False)
2537: (('red', 'dis_1'), 'stop', ('red', 'dis_1'), -2.0, False)
2538: (('red', 'dis_1'), 'stop', ('red', 'dis_2'), -3.0, False)
2539: (('red', 'dis_1'), 'stop', ('red', 'dis_3'), -4.0, False)
2540: (('red', 'dis_1'), 'stop', ('red', 'dis_4'), 95.0, True)
2541: (('red', 'dis_1'), 'stop', ('black', 'dis_0'), 49.0, False)
2542: (('red', 'dis_1'), 'stop', ('black', 'dis_1'), 48.0, False)
2543: (('red', 'dis_1'), 'stop', ('black', 'dis_2'), 47.0, False)
2544: (('red', 'dis_1'), 'stop', ('black', 'dis_3'), 46.0, False)
2545: (('red', 'dis_1'), 'stop', ('black', 'dis_4'), 45.0, False)
2546: (('red', 'dis_1'), 'stop', ('brown', 'dis_0'), 99.0, False)
2547: (('red', 'dis_1'), 'stop', ('brown', 'dis_1'), 98.0, False)
2548: (('red', 'dis_1'), 'stop', ('brown', 'dis_2'), 97.0, False)
2549: (('red', 'dis_1'), 'stop', ('brown', 'dis_3'), 96.0, False)
2550: (('red', 'dis_1'), 'stop', ('brown', 'dis_4'), 95.0, False)
2551: (('red', 'dis_2'), 'forward', ('white', 'dis_0'), -11.0, False)
2552: (('red', 'dis_2'), 'forward', ('white', 'dis_1'), -12.0, False)
2553: (('red', 'dis_2'), 'forward', ('white', 'dis_2'), -13.0, False)
2554: (('red', 'dis_2'), 'forward', ('white', 'dis_3'), -14.0, False)
2555: (('red', 'dis_2'), 'forward', ('white', 'dis_4'), -15.0, False)
2556: (('red', 'dis_2'), 'forward', ('yellow', 'dis_0'), -21.0, False)
2557: (('red', 'dis_2'), 'forward', ('yellow', 'dis_1'), -22.0, False)
2558: (('red', 'dis_2'), 'forward', ('yellow', 'dis_2'), -23.0, False)
2559: (('red', 'dis_2'), 'forward', ('yellow', 'dis_3'), -24.0, False)
2560: (('red', 'dis_2'), 'forward', ('yellow', 'dis_4'), -25.0, False)
2561: (('red', 'dis_2'), 'forward', ('blue', 'dis_0'), -31.0, False)
2562: (('red', 'dis_2'), 'forward', ('blue', 'dis_1'), -32.0, False)
2563: (('red', 'dis_2'), 'forward', ('blue', 'dis_2'), -33.0, False)
2564: (('red', 'dis_2'), 'forward', ('blue', 'dis_3'), -34.0, False)
2565: (('red', 'dis_2'), 'forward', ('blue', 'dis_4'), -35.0, False)
2566: (('red', 'dis_2'), 'forward', ('red', 'dis_0'), -1.0, False)
2567: (('red', 'dis_2'), 'forward', ('red', 'dis_1'), -2.0, False)
2568: (('red', 'dis_2'), 'forward', ('red', 'dis_2'), -3.0, False)
2569: (('red', 'dis_2'), 'forward', ('red', 'dis_3'), -4.0, False)
2570: (('red', 'dis_2'), 'forward', ('red', 'dis_4'), 95.0, True)
2571: (('red', 'dis_2'), 'forward', ('black', 'dis_0'), 49.0, False)
2572: (('red', 'dis_2'), 'forward', ('black', 'dis_1'), 48.0, False)
2573: (('red', 'dis_2'), 'forward', ('black', 'dis_2'), 47.0, False)
2574: (('red', 'dis_2'), 'forward', ('black', 'dis_3'), 46.0, False)
2575: (('red', 'dis_2'), 'forward', ('black', 'dis_4'), 45.0, False)
2576: (('red', 'dis_2'), 'forward', ('brown', 'dis_0'), 99.0, False)
2577: (('red', 'dis_2'), 'forward', ('brown', 'dis_1'), 98.0, False)
2578: (('red', 'dis_2'), 'forward', ('brown', 'dis_2'), 97.0, False)
2579: (('red', 'dis_2'), 'forward', ('brown', 'dis_3'), 96.0, False)
2580: (('red', 'dis_2'), 'forward', ('brown', 'dis_4'), 95.0, False)
2581: (('red', 'dis_2'), 'backward', ('white', 'dis_0'), -11.0, False)
2582: (('red', 'dis_2'), 'backward', ('white', 'dis_1'), -12.0, False)
2583: (('red', 'dis_2'), 'backward', ('white', 'dis_2'), -13.0, False)
2584: (('red', 'dis_2'), 'backward', ('white', 'dis_3'), -14.0, False)
2585: (('red', 'dis_2'), 'backward', ('white', 'dis_4'), -15.0, False)
2586: (('red', 'dis_2'), 'backward', ('yellow', 'dis_0'), -21.0, False)
2587: (('red', 'dis_2'), 'backward', ('yellow', 'dis_1'), -22.0, False)
2588: (('red', 'dis_2'), 'backward', ('yellow', 'dis_2'), -23.0, False)
2589: (('red', 'dis_2'), 'backward', ('yellow', 'dis_3'), -24.0, False)
2590: (('red', 'dis_2'), 'backward', ('yellow', 'dis_4'), -25.0, False)
2591: (('red', 'dis_2'), 'backward', ('blue', 'dis_0'), -31.0, False)
2592: (('red', 'dis_2'), 'backward', ('blue', 'dis_1'), -32.0, False)
2593: (('red', 'dis_2'), 'backward', ('blue', 'dis_2'), -33.0, False)
2594: (('red', 'dis_2'), 'backward', ('blue', 'dis_3'), -34.0, False)
2595: (('red', 'dis_2'), 'backward', ('blue', 'dis_4'), -35.0, False)
2596: (('red', 'dis_2'), 'backward', ('red', 'dis_0'), -1.0, False)
2597: (('red', 'dis_2'), 'backward', ('red', 'dis_1'), -2.0, False)
2598: (('red', 'dis_2'), 'backward', ('red', 'dis_2'), -3.0, False)
2599: (('red', 'dis_2'), 'backward', ('red', 'dis_3'), -4.0, False)
2600: (('red', 'dis_2'), 'backward', ('red', 'dis_4'), 95.0, True)
2601: (('red', 'dis_2'), 'backward', ('black', 'dis_0'), 49.0, False)
2602: (('red', 'dis_2'), 'backward', ('black', 'dis_1'), 48.0, False)
2603: (('red', 'dis_2'), 'backward', ('black', 'dis_2'), 47.0, False)
2604: (('red', 'dis_2'), 'backward', ('black', 'dis_3'), 46.0, False)
2605: (('red', 'dis_2'), 'backward', ('black', 'dis_4'), 45.0, False)
2606: (('red', 'dis_2'), 'backward', ('brown', 'dis_0'), 99.0, False)
2607: (('red', 'dis_2'), 'backward', ('brown', 'dis_1'), 98.0, False)
2608: (('red', 'dis_2'), 'backward', ('brown', 'dis_2'), 97.0, False)
2609: (('red', 'dis_2'), 'backward', ('brown', 'dis_3'), 96.0, False)
2610: (('red', 'dis_2'), 'backward', ('brown', 'dis_4'), 95.0, False)
2611: (('red', 'dis_2'), 'right', ('white', 'dis_0'), -11.0, False)
2612: (('red', 'dis_2'), 'right', ('white', 'dis_1'), -12.0, False)
2613: (('red', 'dis_2'), 'right', ('white', 'dis_2'), -13.0, False)
2614: (('red', 'dis_2'), 'right', ('white', 'dis_3'), -14.0, False)
2615: (('red', 'dis_2'), 'right', ('white', 'dis_4'), -15.0, False)
2616: (('red', 'dis_2'), 'right', ('yellow', 'dis_0'), -21.0, False)
2617: (('red', 'dis_2'), 'right', ('yellow', 'dis_1'), -22.0, False)
2618: (('red', 'dis_2'), 'right', ('yellow', 'dis_2'), -23.0, False)
2619: (('red', 'dis_2'), 'right', ('yellow', 'dis_3'), -24.0, False)
2620: (('red', 'dis_2'), 'right', ('yellow', 'dis_4'), -25.0, False)
2621: (('red', 'dis_2'), 'right', ('blue', 'dis_0'), -31.0, False)
2622: (('red', 'dis_2'), 'right', ('blue', 'dis_1'), -32.0, False)
2623: (('red', 'dis_2'), 'right', ('blue', 'dis_2'), -33.0, False)
2624: (('red', 'dis_2'), 'right', ('blue', 'dis_3'), -34.0, False)
2625: (('red', 'dis_2'), 'right', ('blue', 'dis_4'), -35.0, False)
2626: (('red', 'dis_2'), 'right', ('red', 'dis_0'), -1.0, False)
2627: (('red', 'dis_2'), 'right', ('red', 'dis_1'), -2.0, False)
2628: (('red', 'dis_2'), 'right', ('red', 'dis_2'), -3.0, False)
2629: (('red', 'dis_2'), 'right', ('red', 'dis_3'), -4.0, False)
2630: (('red', 'dis_2'), 'right', ('red', 'dis_4'), 95.0, True)
2631: (('red', 'dis_2'), 'right', ('black', 'dis_0'), 49.0, False)
2632: (('red', 'dis_2'), 'right', ('black', 'dis_1'), 48.0, False)
2633: (('red', 'dis_2'), 'right', ('black', 'dis_2'), 47.0, False)
2634: (('red', 'dis_2'), 'right', ('black', 'dis_3'), 46.0, False)
2635: (('red', 'dis_2'), 'right', ('black', 'dis_4'), 45.0, False)
2636: (('red', 'dis_2'), 'right', ('brown', 'dis_0'), 99.0, False)
2637: (('red', 'dis_2'), 'right', ('brown', 'dis_1'), 98.0, False)
2638: (('red', 'dis_2'), 'right', ('brown', 'dis_2'), 97.0, False)
2639: (('red', 'dis_2'), 'right', ('brown', 'dis_3'), 96.0, False)
2640: (('red', 'dis_2'), 'right', ('brown', 'dis_4'), 95.0, False)
2641: (('red', 'dis_2'), 'left', ('white', 'dis_0'), -11.0, False)
2642: (('red', 'dis_2'), 'left', ('white', 'dis_1'), -12.0, False)
2643: (('red', 'dis_2'), 'left', ('white', 'dis_2'), -13.0, False)
2644: (('red', 'dis_2'), 'left', ('white', 'dis_3'), -14.0, False)
2645: (('red', 'dis_2'), 'left', ('white', 'dis_4'), -15.0, False)
2646: (('red', 'dis_2'), 'left', ('yellow', 'dis_0'), -21.0, False)
2647: (('red', 'dis_2'), 'left', ('yellow', 'dis_1'), -22.0, False)
2648: (('red', 'dis_2'), 'left', ('yellow', 'dis_2'), -23.0, False)
2649: (('red', 'dis_2'), 'left', ('yellow', 'dis_3'), -24.0, False)
2650: (('red', 'dis_2'), 'left', ('yellow', 'dis_4'), -25.0, False)
2651: (('red', 'dis_2'), 'left', ('blue', 'dis_0'), -31.0, False)
2652: (('red', 'dis_2'), 'left', ('blue', 'dis_1'), -32.0, False)
2653: (('red', 'dis_2'), 'left', ('blue', 'dis_2'), -33.0, False)
2654: (('red', 'dis_2'), 'left', ('blue', 'dis_3'), -34.0, False)
2655: (('red', 'dis_2'), 'left', ('blue', 'dis_4'), -35.0, False)
2656: (('red', 'dis_2'), 'left', ('red', 'dis_0'), -1.0, False)
2657: (('red', 'dis_2'), 'left', ('red', 'dis_1'), -2.0, False)
2658: (('red', 'dis_2'), 'left', ('red', 'dis_2'), -3.0, False)
2659: (('red', 'dis_2'), 'left', ('red', 'dis_3'), -4.0, False)
2660: (('red', 'dis_2'), 'left', ('red', 'dis_4'), 95.0, True)
2661: (('red', 'dis_2'), 'left', ('black', 'dis_0'), 49.0, False)
2662: (('red', 'dis_2'), 'left', ('black', 'dis_1'), 48.0, False)
2663: (('red', 'dis_2'), 'left', ('black', 'dis_2'), 47.0, False)
2664: (('red', 'dis_2'), 'left', ('black', 'dis_3'), 46.0, False)
2665: (('red', 'dis_2'), 'left', ('black', 'dis_4'), 45.0, False)
2666: (('red', 'dis_2'), 'left', ('brown', 'dis_0'), 99.0, False)
2667: (('red', 'dis_2'), 'left', ('brown', 'dis_1'), 98.0, False)
2668: (('red', 'dis_2'), 'left', ('brown', 'dis_2'), 97.0, False)
2669: (('red', 'dis_2'), 'left', ('brown', 'dis_3'), 96.0, False)
2670: (('red', 'dis_2'), 'left', ('brown', 'dis_4'), 95.0, False)
2671: (('red', 'dis_2'), 'stop', ('white', 'dis_0'), -11.0, False)
2672: (('red', 'dis_2'), 'stop', ('white', 'dis_1'), -12.0, False)
2673: (('red', 'dis_2'), 'stop', ('white', 'dis_2'), -13.0, False)
2674: (('red', 'dis_2'), 'stop', ('white', 'dis_3'), -14.0, False)
2675: (('red', 'dis_2'), 'stop', ('white', 'dis_4'), -15.0, False)
2676: (('red', 'dis_2'), 'stop', ('yellow', 'dis_0'), -21.0, False)
2677: (('red', 'dis_2'), 'stop', ('yellow', 'dis_1'), -22.0, False)
2678: (('red', 'dis_2'), 'stop', ('yellow', 'dis_2'), -23.0, False)
2679: (('red', 'dis_2'), 'stop', ('yellow', 'dis_3'), -24.0, False)
2680: (('red', 'dis_2'), 'stop', ('yellow', 'dis_4'), -25.0, False)
2681: (('red', 'dis_2'), 'stop', ('blue', 'dis_0'), -31.0, False)
2682: (('red', 'dis_2'), 'stop', ('blue', 'dis_1'), -32.0, False)
2683: (('red', 'dis_2'), 'stop', ('blue', 'dis_2'), -33.0, False)
2684: (('red', 'dis_2'), 'stop', ('blue', 'dis_3'), -34.0, False)
2685: (('red', 'dis_2'), 'stop', ('blue', 'dis_4'), -35.0, False)
2686: (('red', 'dis_2'), 'stop', ('red', 'dis_0'), -1.0, False)
2687: (('red', 'dis_2'), 'stop', ('red', 'dis_1'), -2.0, False)
2688: (('red', 'dis_2'), 'stop', ('red', 'dis_2'), -3.0, False)
2689: (('red', 'dis_2'), 'stop', ('red', 'dis_3'), -4.0, False)
2690: (('red', 'dis_2'), 'stop', ('red', 'dis_4'), 95.0, True)
2691: (('red', 'dis_2'), 'stop', ('black', 'dis_0'), 49.0, False)
2692: (('red', 'dis_2'), 'stop', ('black', 'dis_1'), 48.0, False)
2693: (('red', 'dis_2'), 'stop', ('black', 'dis_2'), 47.0, False)
2694: (('red', 'dis_2'), 'stop', ('black', 'dis_3'), 46.0, False)
2695: (('red', 'dis_2'), 'stop', ('black', 'dis_4'), 45.0, False)
2696: (('red', 'dis_2'), 'stop', ('brown', 'dis_0'), 99.0, False)
2697: (('red', 'dis_2'), 'stop', ('brown', 'dis_1'), 98.0, False)
2698: (('red', 'dis_2'), 'stop', ('brown', 'dis_2'), 97.0, False)
2699: (('red', 'dis_2'), 'stop', ('brown', 'dis_3'), 96.0, False)
2700: (('red', 'dis_2'), 'stop', ('brown', 'dis_4'), 95.0, False)
2701: (('red', 'dis_3'), 'forward', ('white', 'dis_0'), -11.0, False)
2702: (('red', 'dis_3'), 'forward', ('white', 'dis_1'), -12.0, False)
2703: (('red', 'dis_3'), 'forward', ('white', 'dis_2'), -13.0, False)
2704: (('red', 'dis_3'), 'forward', ('white', 'dis_3'), -14.0, False)
2705: (('red', 'dis_3'), 'forward', ('white', 'dis_4'), -15.0, False)
2706: (('red', 'dis_3'), 'forward', ('yellow', 'dis_0'), -21.0, False)
2707: (('red', 'dis_3'), 'forward', ('yellow', 'dis_1'), -22.0, False)
2708: (('red', 'dis_3'), 'forward', ('yellow', 'dis_2'), -23.0, False)
2709: (('red', 'dis_3'), 'forward', ('yellow', 'dis_3'), -24.0, False)
2710: (('red', 'dis_3'), 'forward', ('yellow', 'dis_4'), -25.0, False)
2711: (('red', 'dis_3'), 'forward', ('blue', 'dis_0'), -31.0, False)
2712: (('red', 'dis_3'), 'forward', ('blue', 'dis_1'), -32.0, False)
2713: (('red', 'dis_3'), 'forward', ('blue', 'dis_2'), -33.0, False)
2714: (('red', 'dis_3'), 'forward', ('blue', 'dis_3'), -34.0, False)
2715: (('red', 'dis_3'), 'forward', ('blue', 'dis_4'), -35.0, False)
2716: (('red', 'dis_3'), 'forward', ('red', 'dis_0'), -1.0, False)
2717: (('red', 'dis_3'), 'forward', ('red', 'dis_1'), -2.0, False)
2718: (('red', 'dis_3'), 'forward', ('red', 'dis_2'), -3.0, False)
2719: (('red', 'dis_3'), 'forward', ('red', 'dis_3'), -4.0, False)
2720: (('red', 'dis_3'), 'forward', ('red', 'dis_4'), 95.0, True)
2721: (('red', 'dis_3'), 'forward', ('black', 'dis_0'), 49.0, False)
2722: (('red', 'dis_3'), 'forward', ('black', 'dis_1'), 48.0, False)
2723: (('red', 'dis_3'), 'forward', ('black', 'dis_2'), 47.0, False)
2724: (('red', 'dis_3'), 'forward', ('black', 'dis_3'), 46.0, False)
2725: (('red', 'dis_3'), 'forward', ('black', 'dis_4'), 45.0, False)
2726: (('red', 'dis_3'), 'forward', ('brown', 'dis_0'), 99.0, False)
2727: (('red', 'dis_3'), 'forward', ('brown', 'dis_1'), 98.0, False)
2728: (('red', 'dis_3'), 'forward', ('brown', 'dis_2'), 97.0, False)
2729: (('red', 'dis_3'), 'forward', ('brown', 'dis_3'), 96.0, False)
2730: (('red', 'dis_3'), 'forward', ('brown', 'dis_4'), 95.0, False)
2731: (('red', 'dis_3'), 'backward', ('white', 'dis_0'), -11.0, False)
2732: (('red', 'dis_3'), 'backward', ('white', 'dis_1'), -12.0, False)
2733: (('red', 'dis_3'), 'backward', ('white', 'dis_2'), -13.0, False)
2734: (('red', 'dis_3'), 'backward', ('white', 'dis_3'), -14.0, False)
2735: (('red', 'dis_3'), 'backward', ('white', 'dis_4'), -15.0, False)
2736: (('red', 'dis_3'), 'backward', ('yellow', 'dis_0'), -21.0, False)
2737: (('red', 'dis_3'), 'backward', ('yellow', 'dis_1'), -22.0, False)
2738: (('red', 'dis_3'), 'backward', ('yellow', 'dis_2'), -23.0, False)
2739: (('red', 'dis_3'), 'backward', ('yellow', 'dis_3'), -24.0, False)
2740: (('red', 'dis_3'), 'backward', ('yellow', 'dis_4'), -25.0, False)
2741: (('red', 'dis_3'), 'backward', ('blue', 'dis_0'), -31.0, False)
2742: (('red', 'dis_3'), 'backward', ('blue', 'dis_1'), -32.0, False)
2743: (('red', 'dis_3'), 'backward', ('blue', 'dis_2'), -33.0, False)
2744: (('red', 'dis_3'), 'backward', ('blue', 'dis_3'), -34.0, False)
2745: (('red', 'dis_3'), 'backward', ('blue', 'dis_4'), -35.0, False)
2746: (('red', 'dis_3'), 'backward', ('red', 'dis_0'), -1.0, False)
2747: (('red', 'dis_3'), 'backward', ('red', 'dis_1'), -2.0, False)
2748: (('red', 'dis_3'), 'backward', ('red', 'dis_2'), -3.0, False)
2749: (('red', 'dis_3'), 'backward', ('red', 'dis_3'), -4.0, False)
2750: (('red', 'dis_3'), 'backward', ('red', 'dis_4'), 95.0, True)
2751: (('red', 'dis_3'), 'backward', ('black', 'dis_0'), 49.0, False)
2752: (('red', 'dis_3'), 'backward', ('black', 'dis_1'), 48.0, False)
2753: (('red', 'dis_3'), 'backward', ('black', 'dis_2'), 47.0, False)
2754: (('red', 'dis_3'), 'backward', ('black', 'dis_3'), 46.0, False)
2755: (('red', 'dis_3'), 'backward', ('black', 'dis_4'), 45.0, False)
2756: (('red', 'dis_3'), 'backward', ('brown', 'dis_0'), 99.0, False)
2757: (('red', 'dis_3'), 'backward', ('brown', 'dis_1'), 98.0, False)
2758: (('red', 'dis_3'), 'backward', ('brown', 'dis_2'), 97.0, False)
2759: (('red', 'dis_3'), 'backward', ('brown', 'dis_3'), 96.0, False)
2760: (('red', 'dis_3'), 'backward', ('brown', 'dis_4'), 95.0, False)
2761: (('red', 'dis_3'), 'right', ('white', 'dis_0'), -11.0, False)
2762: (('red', 'dis_3'), 'right', ('white', 'dis_1'), -12.0, False)
2763: (('red', 'dis_3'), 'right', ('white', 'dis_2'), -13.0, False)
2764: (('red', 'dis_3'), 'right', ('white', 'dis_3'), -14.0, False)
2765: (('red', 'dis_3'), 'right', ('white', 'dis_4'), -15.0, False)
2766: (('red', 'dis_3'), 'right', ('yellow', 'dis_0'), -21.0, False)
2767: (('red', 'dis_3'), 'right', ('yellow', 'dis_1'), -22.0, False)
2768: (('red', 'dis_3'), 'right', ('yellow', 'dis_2'), -23.0, False)
2769: (('red', 'dis_3'), 'right', ('yellow', 'dis_3'), -24.0, False)
2770: (('red', 'dis_3'), 'right', ('yellow', 'dis_4'), -25.0, False)
2771: (('red', 'dis_3'), 'right', ('blue', 'dis_0'), -31.0, False)
2772: (('red', 'dis_3'), 'right', ('blue', 'dis_1'), -32.0, False)
2773: (('red', 'dis_3'), 'right', ('blue', 'dis_2'), -33.0, False)
2774: (('red', 'dis_3'), 'right', ('blue', 'dis_3'), -34.0, False)
2775: (('red', 'dis_3'), 'right', ('blue', 'dis_4'), -35.0, False)
2776: (('red', 'dis_3'), 'right', ('red', 'dis_0'), -1.0, False)
2777: (('red', 'dis_3'), 'right', ('red', 'dis_1'), -2.0, False)
2778: (('red', 'dis_3'), 'right', ('red', 'dis_2'), -3.0, False)
2779: (('red', 'dis_3'), 'right', ('red', 'dis_3'), -4.0, False)
2780: (('red', 'dis_3'), 'right', ('red', 'dis_4'), 95.0, True)
2781: (('red', 'dis_3'), 'right', ('black', 'dis_0'), 49.0, False)
2782: (('red', 'dis_3'), 'right', ('black', 'dis_1'), 48.0, False)
2783: (('red', 'dis_3'), 'right', ('black', 'dis_2'), 47.0, False)
2784: (('red', 'dis_3'), 'right', ('black', 'dis_3'), 46.0, False)
2785: (('red', 'dis_3'), 'right', ('black', 'dis_4'), 45.0, False)
2786: (('red', 'dis_3'), 'right', ('brown', 'dis_0'), 99.0, False)
2787: (('red', 'dis_3'), 'right', ('brown', 'dis_1'), 98.0, False)
2788: (('red', 'dis_3'), 'right', ('brown', 'dis_2'), 97.0, False)
2789: (('red', 'dis_3'), 'right', ('brown', 'dis_3'), 96.0, False)
2790: (('red', 'dis_3'), 'right', ('brown', 'dis_4'), 95.0, False)
2791: (('red', 'dis_3'), 'left', ('white', 'dis_0'), -11.0, False)
2792: (('red', 'dis_3'), 'left', ('white', 'dis_1'), -12.0, False)
2793: (('red', 'dis_3'), 'left', ('white', 'dis_2'), -13.0, False)
2794: (('red', 'dis_3'), 'left', ('white', 'dis_3'), -14.0, False)
2795: (('red', 'dis_3'), 'left', ('white', 'dis_4'), -15.0, False)
2796: (('red', 'dis_3'), 'left', ('yellow', 'dis_0'), -21.0, False)
2797: (('red', 'dis_3'), 'left', ('yellow', 'dis_1'), -22.0, False)
2798: (('red', 'dis_3'), 'left', ('yellow', 'dis_2'), -23.0, False)
2799: (('red', 'dis_3'), 'left', ('yellow', 'dis_3'), -24.0, False)
2800: (('red', 'dis_3'), 'left', ('yellow', 'dis_4'), -25.0, False)
2801: (('red', 'dis_3'), 'left', ('blue', 'dis_0'), -31.0, False)
2802: (('red', 'dis_3'), 'left', ('blue', 'dis_1'), -32.0, False)
2803: (('red', 'dis_3'), 'left', ('blue', 'dis_2'), -33.0, False)
2804: (('red', 'dis_3'), 'left', ('blue', 'dis_3'), -34.0, False)
2805: (('red', 'dis_3'), 'left', ('blue', 'dis_4'), -35.0, False)
2806: (('red', 'dis_3'), 'left', ('red', 'dis_0'), -1.0, False)
2807: (('red', 'dis_3'), 'left', ('red', 'dis_1'), -2.0, False)
2808: (('red', 'dis_3'), 'left', ('red', 'dis_2'), -3.0, False)
2809: (('red', 'dis_3'), 'left', ('red', 'dis_3'), -4.0, False)
2810: (('red', 'dis_3'), 'left', ('red', 'dis_4'), 95.0, True)
2811: (('red', 'dis_3'), 'left', ('black', 'dis_0'), 49.0, False)
2812: (('red', 'dis_3'), 'left', ('black', 'dis_1'), 48.0, False)
2813: (('red', 'dis_3'), 'left', ('black', 'dis_2'), 47.0, False)
2814: (('red', 'dis_3'), 'left', ('black', 'dis_3'), 46.0, False)
2815: (('red', 'dis_3'), 'left', ('black', 'dis_4'), 45.0, False)
2816: (('red', 'dis_3'), 'left', ('brown', 'dis_0'), 99.0, False)
2817: (('red', 'dis_3'), 'left', ('brown', 'dis_1'), 98.0, False)
2818: (('red', 'dis_3'), 'left', ('brown', 'dis_2'), 97.0, False)
2819: (('red', 'dis_3'), 'left', ('brown', 'dis_3'), 96.0, False)
2820: (('red', 'dis_3'), 'left', ('brown', 'dis_4'), 95.0, False)
2821: (('red', 'dis_3'), 'stop', ('white', 'dis_0'), -11.0, False)
2822: (('red', 'dis_3'), 'stop', ('white', 'dis_1'), -12.0, False)
2823: (('red', 'dis_3'), 'stop', ('white', 'dis_2'), -13.0, False)
2824: (('red', 'dis_3'), 'stop', ('white', 'dis_3'), -14.0, False)
2825: (('red', 'dis_3'), 'stop', ('white', 'dis_4'), -15.0, False)
2826: (('red', 'dis_3'), 'stop', ('yellow', 'dis_0'), -21.0, False)
2827: (('red', 'dis_3'), 'stop', ('yellow', 'dis_1'), -22.0, False)
2828: (('red', 'dis_3'), 'stop', ('yellow', 'dis_2'), -23.0, False)
2829: (('red', 'dis_3'), 'stop', ('yellow', 'dis_3'), -24.0, False)
2830: (('red', 'dis_3'), 'stop', ('yellow', 'dis_4'), -25.0, False)
2831: (('red', 'dis_3'), 'stop', ('blue', 'dis_0'), -31.0, False)
2832: (('red', 'dis_3'), 'stop', ('blue', 'dis_1'), -32.0, False)
2833: (('red', 'dis_3'), 'stop', ('blue', 'dis_2'), -33.0, False)
2834: (('red', 'dis_3'), 'stop', ('blue', 'dis_3'), -34.0, False)
2835: (('red', 'dis_3'), 'stop', ('blue', 'dis_4'), -35.0, False)
2836: (('red', 'dis_3'), 'stop', ('red', 'dis_0'), -1.0, False)
2837: (('red', 'dis_3'), 'stop', ('red', 'dis_1'), -2.0, False)
2838: (('red', 'dis_3'), 'stop', ('red', 'dis_2'), -3.0, False)
2839: (('red', 'dis_3'), 'stop', ('red', 'dis_3'), -4.0, False)
2840: (('red', 'dis_3'), 'stop', ('red', 'dis_4'), 95.0, True)
2841: (('red', 'dis_3'), 'stop', ('black', 'dis_0'), 49.0, False)
2842: (('red', 'dis_3'), 'stop', ('black', 'dis_1'), 48.0, False)
2843: (('red', 'dis_3'), 'stop', ('black', 'dis_2'), 47.0, False)
2844: (('red', 'dis_3'), 'stop', ('black', 'dis_3'), 46.0, False)
2845: (('red', 'dis_3'), 'stop', ('black', 'dis_4'), 45.0, False)
2846: (('red', 'dis_3'), 'stop', ('brown', 'dis_0'), 99.0, False)
2847: (('red', 'dis_3'), 'stop', ('brown', 'dis_1'), 98.0, False)
2848: (('red', 'dis_3'), 'stop', ('brown', 'dis_2'), 97.0, False)
2849: (('red', 'dis_3'), 'stop', ('brown', 'dis_3'), 96.0, False)
2850: (('red', 'dis_3'), 'stop', ('brown', 'dis_4'), 95.0, False)
2851: (('red', 'dis_4'), 'forward', ('white', 'dis_0'), -11.0, False)
2852: (('red', 'dis_4'), 'forward', ('white', 'dis_1'), -12.0, False)
